code,name,현재가,매수가격,적정가격,매도가격,매수가격예상수익률(%),적정가격예상수익률(%),매도가격예상수익률(%),ROE(%),ROE기준,배당수익률(%),배당성향(%),CF위험(회),CF이익비율-3,CF이익비율-2,CF이익비율-1,CF이익비율0,업종,주요제품
111870,삼본전자,1970,496,-165,-2490,-74.84,-108.35,-226.4,-14.38,2019/12,NaN,-0.0,0,0.36,15.38,-6.96,0.43,영상 및 음향기기 제조업,"이어폰,헤드폰,키패드"
009300,삼아제약,18600,25082,24098,20632,34.85,29.56,10.93,6.2,2019/12,1.88,18.74,0,0.67,1.36,1.27,2.68,의약품 제조업,"노마에프, 아토크건조시럽, 코데날정, 코코시럽, 스마엘"
042940,상지카일룸,1335,476,247,-557,-64.36,-81.47,-141.73,-5.67,2019/12,NaN,-0.0,1,2.93,-39.83,135.17,6.0,건물 건설업,"건설업, 고급빌라 건축 및 일반 건축, 주택공급 등"
100660,서암기계공업,5740,4399,4030,2731,-23.37,-29.79,-52.42,4.43,2019/12,0.88,28.9,0,1.83,0.58,1.53,NaN,일반 목적용 기계 제조업,"공작기계부품(정밀기어,척),산업기계 제조부동산 임대"
080470,성창오토텍,8980,3583,2372,-1892,-60.1,-73.59,-121.07,-2.89,2019/12,0.37,-100.0,0,7.7,13.5,-15.25,-4.63,자동차 신품 부품 제조업,"차량용에어컨필터,차량용공기청정기등"
011560,세보엠이씨,5680,8890,4853,-9365,56.51,-14.56,-264.88,-5.21,2019/12,1.88,-19.48,2,-0.05,-0.28,5.6,6.63,건물설비 설치 공사업,"건설관련설비, ACESS FLOOR , 소음기 , CHAMMBER , PFP UNIT, BY-PASS UNIT , DUCT , 철구조물 ."
258830,세종메디칼,11250,6783,6758,6670,-39.7,-39.93,-40.71,7.76,2019/12,1.33,19.57,0,0.83,0.56,1.18,1.25,의료용 기기 제조업,복강경수술용 투관침 등
053450,세코닉스,6090,9446,10003,11966,55.11,64.26,96.48,10.9,2022/12(E),0.76,-3.37,0,9.88,0.8,20.91,0.93,사진장비 및 광학기기 제조업,"CCD렌즈, 광PICK-UP렌즈"
049180,셀루메드,5980,-957,-1798,-4759,-116.01,-130.07,-179.59,-236.04,2019/12,NaN,-0.0,0,25.5,0.17,-0.06,inf,기초 의약물질 및 생물학적 제제 제조업,"의료기기, 바이오시밀러 및 헬스케어사업"
208370,셀바스헬스케어,2480,-436,-1601,-5704,-117.6,-164.57,-329.99,-40.69,2019/12,NaN,-0.0,1,-21.5,0.52,-1.09,2.0,의료용 기기 제조업,"체성분측정기, 혈압계, 점자정보단말기"
068760,셀트리온제약,137300,6177,4941,588,-95.5,-96.4,-99.57,0.6,2019/12,0.0,0.0,1,-0.54,3.97,1.9,1.87,의약품 제조업,무선인터넷서비스및플랫폼
204630,스튜디오산타클로스,2110,749,311,-1232,-64.52,-85.28,-158.4,-7.34,2019/12,NaN,-0.0,0,9.2,2.45,0.08,1.25,창작 및 예술관련 서비스업,창작 및 예술관련 서비스업
013810,스페코,12600,3768,4636,7695,-70.1,-63.21,-38.93,23.35,2022/12(E),NaN,0.0,1,4.5,-0.36,1.12,-0.13,특수 목적용 기계 제조업,아스팔트믹싱플랜트
049830,승일,8380,19051,16146,5913,127.34,92.67,-29.43,2.05,2019/12,NaN,-0.0,0,1.68,1.09,-4.93,NaN,기타 금속 가공제품 제조업,"에어졸캔,에어졸발브"
269620,시스웍,3345,484,454,347,-85.52,-86.43,-89.62,5.25,2019/12,1.76,37.84,0,1.15,0.18,5.57,3.67,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","클린룸 제어시스템, BLDC모터, 공조장치 제어기 등"
222800,심텍,18450,7624,9606,16587,-58.68,-47.93,-10.1,26.36,2022/12(E),1.23,-10.17,0,3.93,2.94,1.77,2.25,전자부품 제조업,반도체용 인쇄회로기판
010280,쌍용정보통신,1450,1319,1488,2082,-9.04,2.59,43.56,15.08,2019/12,NaN,0.0,0,-1.57,6.66,24.4,NaN,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템통합(SI),네트워크 설계 및 구축,시스템운영(SM)"
115480,씨유메디칼,2540,1428,943,-765,-43.79,-62.88,-130.11,-2.93,2019/12,NaN,-0.0,1,-5.38,0.84,-2.04,14.2,의료용 기기 제조업,심장제세동기
900120,씨케이에이치,429,220,-2023,-9922,-48.65,-571.45,-2412.76,-24.58,2020/06,NaN,-0.0,0,18.1,0.75,0.8,0.72,기타 금융업,건강보조식품
123860,아나패스,25000,-1313,-6265,-23707,-105.25,-125.06,-194.83,-35.68,2019/12,0.34,-4.56,0,3.54,0.25,0.7,NaN,반도체 제조업,Timing Controller(TCON)
149950,아바텍,8310,8063,7569,5828,-2.97,-8.92,-29.87,5.3,2019/12,1.3,21.55,0,2.01,1.82,3.0,0.44,전자부품 제조업,"Glass Slimming & ITO코팅 제품, PDP필터"
099190,아이센스,27600,16242,17585,22315,-41.15,-36.29,-19.15,12.24,2019/12,0.78,11.73,0,0.98,0.71,1.26,0.93,의료용 기기 제조업,"혈당측정스트립, 혈당측정기기 등"
040910,아이씨디,15950,11071,13235,20856,-30.59,-17.02,30.76,20.18,2022/12(E),0.76,23.47,1,-0.32,0.75,1.68,0.36,특수 목적용 기계 제조업,"건식세정기,LCD,반도체 장비,광정보통신 부품,장비 제조,연구개발,용역 서비스,수출입"
068940,아이씨케이,3910,349,272,3,-91.07,-93.03,-99.93,0.05,2019/12,NaN,NaN,0,0.41,0.22,-1.0,-1.2,전자부품 제조업,신용카드 및 전자화폐 등
078860,아이오케이,2290,723,78,-2195,-68.44,-96.62,-195.85,-11.02,2019/12,NaN,-0.0,0,7.0,0.35,7.5,4.5,"영화, 비디오물, 방송프로그램 제작 및 배급업",연예인 매니지먼트
114810,아이원스,9250,7221,5812,849,-21.94,-37.17,-90.83,0.74,2019/12,NaN,-0.0,1,-0.17,1.24,8.0,3.64,특수 목적용 기계 제조업,"반도체 장비 부품 제조 및 세정, LCD 장비 부품 제조"
031310,아이즈비전,3830,5134,4799,3619,34.05,25.3,-5.52,5.14,2019/12,NaN,-0.0,0,0.34,1.19,0.2,6.33,전기 통신업,"홈쇼핑(아이즈홈쇼핑), 국제전화(아이즈텔), 가정용유무선 전화기판매(TopPhone)"
124500,아이티센,5450,1221,987,164,-77.59,-81.88,-96.99,0.85,2019/12,NaN,0.0,1,3.77,0.94,0.3,-0.38,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",시스템통합 및 IT서비스
260660,알리코제약,12700,8042,8630,10703,-36.68,-32.05,-15.72,11.69,2019/12,1.42,19.21,1,0.99,-0.31,1.05,NaN,의료용품 및 기타 의약 관련제품 제조업,완제 의약품
096610,알에프세미,5720,3616,2382,-1963,-36.78,-58.35,-134.32,-2.96,2019/12,0.24,-3.83,1,-0.5,5.17,2.38,0.41,반도체 제조업,"ECM, DIODE, LED Light"
061040,알에프텍,10800,5771,6655,9770,-46.57,-38.38,-9.54,16.86,2022/12(E),NaN,-0.0,1,-0.08,2.07,0.93,3.1,통신 및 방송 장비 제조업,"핸드폰 충전기, 핸즈프리"
065420,에스아이리소스,639,-212,-505,-1538,-133.13,-179.01,-340.63,-68.5,2019/12,NaN,-0.0,1,2.43,5.0,-2.6,NaN,석탄 광업,자카드직물
095910,에스에너지,8290,3527,1112,-7393,-57.46,-86.59,-189.18,-8.7,2019/12,1.3,-8.25,3,-1.21,-2.6,-7.14,-1.34,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","태양광발전시스템,태양전지모듈"
096630,에스코넥,2225,562,-56,-2233,-74.74,-102.52,-200.37,-12.8,2019/12,NaN,-0.0,0,0.4,1.08,-0.86,0.68,통신 및 방송 장비 제조업,WaferProber
043340,에쎈테크,1085,317,266,87,-70.77,-75.46,-91.97,1.8,2019/12,NaN,-0.0,0,14.83,1.0,7.75,NaN,일반 목적용 기계 제조업,LPG밸브
096690,에이루트,6670,7328,6310,2726,9.86,-5.4,-59.14,2.49,2019/12,NaN,0.0,0,-7.07,-0.26,6.5,3.6,컴퓨터 및 주변장치 제조업,"POS프린터, Mobile프린터, Label프린터"
021080,에이티넘인베스트,3035,1697,1725,1822,-44.08,-43.18,-39.98,8.7,2019/12,2.58,35.46,0,0.5,0.18,0.51,NaN,신탁업 및 집합투자업,벤처캐피탈
950130,엑세스바이오,20700,-136,-748,-2904,-100.66,-103.61,-114.03,-34.0,2019/12,NaN,-0.0,1,0.78,1.3,0.05,-0.6,의료용품 및 기타 의약 관련제품 제조업,"말라리아 진단키트(RDT), HIV 진단키트(RDT)"
092870,엑시콘,14800,6542,6180,4904,-55.79,-58.24,-66.86,5.54,2020/12(E),0.95,-12.52,0,1.05,1.86,-0.27,-1.52,특수 목적용 기계 제조업,반도체 검사장비
048830,엔피케이,1900,1537,1074,-556,-19.1,-43.47,-129.28,-2.05,2019/12,1.64,-68.18,1,3.7,-1.0,-13.67,-7.0,합성고무 및 플라스틱 물질 제조업,합성고무 및 플라스틱물질 제조업
058630,엠게임,5450,2472,2789,3903,-54.64,-48.83,-28.38,15.09,2019/12,NaN,0.0,0,1.35,0.47,1.1,1.83,소프트웨어 개발 및 공급업,"온라인 게임 개발 및 퍼블리싱(열혈강호온라인,홀릭2,영웅)"
019590,엠벤처투자,1110,904,1120,1884,-18.59,0.93,69.69,24.26,2019/12,NaN,0.0,1,-0.75,2.67,-0.84,-0.0,신탁업 및 집합투자업,벤처캐피탈
097520,엠씨넥스,35950,18108,22273,36943,-49.63,-38.04,2.76,23.3,2022/12(E),1.32,10.57,1,1.45,3.05,1.03,-2.53,영상 및 음향기기 제조업,휴대폰용자동차용 카메라모듈
265560,영화테크,23200,5773,3740,-3420,-75.12,-83.88,-114.74,-3.2,2019/12,0.52,-17.99,0,1.07,2.29,-1.13,0.62,자동차 신품 부품 제조업,자동차 정션박스 등
045060,오공,4870,4960,5157,5851,1.85,5.9,20.14,9.88,2019/12,1.48,11.31,0,0.98,1.25,1.33,2.05,기타 화학제품 제조업,"접착제,씰란트,광택제,연마제"
048260,오스템임플란트,50300,9437,12324,22492,-81.24,-75.5,-55.28,31.85,2022/12(E),NaN,-0.0,0,2.16,1.33,1.57,0.01,의료용 기기 제조업,치과용임플란트
049480,오픈베이스,3425,1645,1331,225,-51.98,-61.15,-93.44,0.86,2019/12,0.46,30.0,0,0.94,0.57,4.27,-1.21,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","트래픽솔루션(웹스위치,트래픽서버)"
109080,옵티시스,8070,6631,6561,6313,-17.83,-18.7,-21.77,7.44,2019/12,0.64,9.94,0,1.24,0.97,0.95,NaN,통신 및 방송 장비 제조업,광링크 모듈 등
019210,와이지-원,7140,8146,6466,550,14.09,-9.44,-92.3,0.42,2019/12,1.58,272.73,0,0.85,0.69,2.61,-3.0,기타 금속 가공제품 제조업,"엔드밀, 탭, 드릴"
074600,원익QnC,18000,10895,12995,20394,-39.47,-27.8,13.3,19.96,2022/12(E),NaN,0.0,0,0.62,0.63,1.27,1.68,유리 및 유리제품 제조업,석영유리가공제품
014190,원익큐브,1735,1839,1510,351,6.01,-12.96,-79.78,1.22,2019/12,NaN,0.0,1,-1.09,-0.33,-2.06,4.27,기타 전문 도매업,"이에이엠, 2-헤마, 비에이엠, 엠엠에이, 아스팔트슁글"
008290,원풍물산,2905,366,-202,-2202,-87.4,-106.95,-175.79,-15.58,2019/12,NaN,-0.0,1,-1.25,2.0,-0.23,NaN,봉제의복 제조업,남성용신사복
095270,웨이브일렉트로,5620,-2813,-5691,-15830,-150.05,-201.27,-381.67,-123.91,2019/12,NaN,-0.0,0,1.05,0.38,0.46,-0.42,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",이동통신중계기용전력증폭기
065950,웰크론,6490,1563,1111,-483,-75.92,-82.89,-107.44,-1.77,2019/12,NaN,-0.0,1,1.62,-0.7,11.11,0.92,직물직조 및 직물제품 제조업,"기능성 침구용품, 크리너, 필터, 방탄·방검복"
036090,위지트,1270,863,842,766,-32.03,-33.73,-39.69,6.81,2019/12,NaN,0.0,0,1.29,1.08,0.0,-1.55,특수 목적용 기계 제조업,LCD 반도체
203450,유니온커뮤니티,3630,2645,2862,3626,-27.12,-21.15,-0.1,12.2,2019/12,2.52,25.09,1,0.82,1.03,1.23,-0.09,통신 및 방송 장비 제조업,지문인식출입통제기
241690,유니테크노,10700,5613,5704,6025,-47.55,-46.69,-43.69,8.7,2019/12,NaN,0.0,0,0.84,1.21,1.15,1.91,자동차 신품 부품 제조업,자동차 엔진파워트레인/모터 부품 제조 및 조립
054930,유신,14150,16200,7973,-21003,14.49,-43.66,-248.43,-6.14,2019/12,NaN,-0.0,1,-11.4,2.03,-0.55,NaN,"건축기술, 엔지니어링 및 관련 기술 서비스업",토목설계 및 감리
178780,유테크,5070,-941,-2134,-6336,-118.56,-142.09,-224.96,-77.94,2019/12,NaN,-0.0,0,-0.28,0.13,1.31,4.5,전자부품 제조업,"도광판, 몰드프레임"
179900,유티아이,12600,3838,3852,3901,-69.54,-69.43,-69.04,8.1,2019/12,0.54,32.26,0,0.48,1.2,2.0,inf,전자부품 제조업,카메라 윈도우
047560,이스트소프트,9330,972,-1178,-8749,-89.59,-112.63,-193.77,-18.12,2019/12,NaN,-0.0,0,0.11,2.55,-1.18,3.27,소프트웨어 개발 및 공급업,"온라인게임(카발온라인),알툴즈S/W,스토리지S/W"
123570,이엠넷,4585,2849,3024,3638,-37.86,-34.06,-20.65,11.02,2019/12,0.85,9.29,0,1.45,0.89,0.58,1.9,광고업,온라인 검색광고 대행
090850,이지웰,10600,2070,2477,3911,-80.47,-76.63,-63.1,20.29,2022/12(E),0.82,19.91,0,1.12,0.29,1.01,1.68,소프트웨어 개발 및 공급업,선택적복리후생서비스
079950,인베니아,3060,1837,1756,1472,-39.97,-42.61,-51.89,6.0,2019/12,NaN,0.0,2,-0.51,0.44,-11.34,46.5,특수 목적용 기계 제조업,"Dry Etcher, 진공합착기, LCD Panel 검사장비, OLED용 진공합착기"
064290,인텍플러스,12600,3600,5014,9993,-71.43,-60.21,-20.69,46.06,2020/12(E),NaN,0.0,1,inf,0.69,0.36,-0.96,특수 목적용 기계 제조업,"LED 외관검사장비, 반도체 외관검사장비, 태양전지 외관검사장비등"
234920,자이글,4455,-1937,-6269,-21528,-143.48,-240.72,-583.23,-44.68,2019/12,NaN,-0.0,0,1.25,1.02,0.63,NaN,가정용 기기 제조업,적외선 가열 조리기
174880,장원테크,2250,875,692,50,-61.12,-69.23,-97.76,0.36,2019/12,NaN,-0.0,0,2.54,0.92,-1.77,0.51,통신 및 방송 장비 제조업,스마트폰 및 태블릿PC Bracket
040420,정상제이엘에스,6660,4558,4916,6177,-31.56,-26.18,-7.25,12.0,2022/12(E),5.68,87.93,0,1.19,1.28,0.96,1.45,일반 교습 학원,어학교육업
079370,제우스,24350,22985,24055,27825,-5.61,-1.21,14.27,10.23,2019/12,1.47,14.89,1,0.01,-0.21,0.36,2.06,특수 목적용 기계 제조업,LCD제조용장비
094970,제이엠티,2795,3623,3865,4715,29.62,38.27,68.71,11.32,2019/12,1.31,87.72,1,-0.26,2.62,3.9,0.75,전자부품 제조업,LCD패널용PBA
058420,제이웨이,588,9,-385,-1773,-98.54,-165.55,-401.57,-26.42,2019/12,NaN,-0.0,0,0.71,1.21,-0.83,0.17,"영화, 비디오물, 방송프로그램 제작 및 배급업","VOD서비스, 대리운전프로그램"
023440,제일제강,2380,1253,640,-1521,-47.35,-73.12,-163.89,-5.83,2019/12,NaN,-0.0,1,-0.64,6.71,0.55,NaN,1차 철강 제조업,"연강선재, 경강선재, CHQ외"
080220,제주반도체,4025,1886,1694,1019,-53.15,-57.91,-74.68,3.78,2019/12,NaN,-0.0,2,-1.05,-3.92,4.38,2.91,반도체 제조업,"모바일용 LP DDR SDRAM, CRAM, SRAM"
082270,젬백스,25500,1706,1184,-653,-93.31,-95.36,-102.56,-2.16,2021/12(E),NaN,-0.0,0,0.07,0.43,0.08,3.63,특수 목적용 기계 제조업,"ChemicalAirFilter,GasScrubber"
034940,조아제약,5100,1242,886,-365,-75.65,-82.62,-107.16,-1.69,2019/12,NaN,-0.0,1,-2.33,1.54,-10.5,3.0,의약품 제조업,"의약품,의약부외품,보건보조식품,위생용품의제조판매"
036930,주성엔지니어링,7430,5449,5762,6866,-26.67,-22.45,-7.59,10.82,2022/12(E),0.86,13.11,1,1.37,-0.85,1.89,-4.93,특수 목적용 기계 제조업,LP CVD
119850,지엔씨에너지,6390,4790,4673,4260,-25.04,-26.87,-33.33,6.83,2020/12(E),1.11,12.17,0,1.96,1.48,0.01,3.14,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","비상발전기, 소형열병합발전설비, 바이오가스발전설비"
065060,지엔코,1145,109,-509,-2688,-90.44,-144.47,-334.76,-22.88,2019/12,NaN,-0.0,0,0.5,0.75,4.32,1.66,봉제의복 제조업,"캐쥬얼의류(SPORT-REPLAY, Thursday Island)"
071850,캐스텍코리아,2975,4703,2714,-4288,58.07,-8.76,-244.15,-4.63,2019/12,NaN,-0.0,0,1.1,1.82,-4.11,-1.33,자동차 신품 부품 제조업,자동차용 터보차저 부품
042040,케이피엠테크,3465,496,284,-466,-85.67,-91.82,-113.45,-4.74,2019/12,NaN,-0.0,0,0.69,3.56,1.33,0.52,기타 화학제품 제조업,"표면처리약품, 전자동 도금설비"
054410,케이피티유,5720,4587,3147,-1927,-19.8,-44.98,-133.69,-2.35,2019/12,NaN,-0.0,0,0.48,0.31,4.17,NaN,기타 금속 가공제품 제조업,"Vacuum Treatment, Plasma Surface Treatment"
274090,켄코아에어로스페이스,8520,-29434,-53995,-140498,-445.47,-733.74,-1749.04,-347.46,2019/12,NaN,-0.0,0,2.17,10.0,-0.0,1.18,"항공기,우주선 및 부품 제조업",항공가공품 및 조립품
078650,코렌,915,178,-237,-1701,-80.51,-125.93,-285.9,-18.46,2019/12,NaN,-0.0,0,-0.14,4.36,3.38,0.37,사진장비 및 광학기기 제조업,카메라폰용 렌즈
282880,코윈테크,22000,13975,16080,23495,-36.48,-26.91,6.79,16.67,2022/12(E),1.85,21.93,1,1.16,-0.29,0.4,26.0,특수 목적용 기계 제조업,"공정 자동화 설비 (2차전지, 석유화학, 반도체 및 디스플레이)"
126600,코프라,4350,5309,5416,5792,22.04,24.5,33.16,8.89,2020/12(E),1.88,16.51,1,0.5,-1.46,1.97,2.23,합성고무 및 플라스틱 물질 제조업,엔지니어링 플라스틱 칩
139670,키네마스터,10300,726,579,58,-92.95,-94.38,-99.44,0.5,2019/12,NaN,0.0,0,0.91,1.0,2.67,0.84,소프트웨어 개발 및 공급업,"NexMFW, NexPlayer EMB"
045340,토탈소프트,4620,1990,2502,4306,-56.94,-45.85,-6.79,26.09,2019/12,NaN,0.0,0,0.75,0.7,0.25,NaN,소프트웨어 개발 및 공급업,해운물류소프트웨어 (CATOS 등)
079970,투비소프트,2805,-464,-1938,-7127,-116.56,-169.08,-354.07,-37.84,2019/12,NaN,-0.0,0,0.29,0.41,-0.04,-0.42,소프트웨어 개발 및 공급업,"MiPlatform, X Platform"
105550,트루윈,3725,726,-261,-3738,-80.52,-107.01,-200.34,-14.55,2019/12,NaN,-0.0,0,-1.64,1.39,0.56,NaN,전자부품 제조업,"자동차용 센서(APS, TPS, IAPS, SLS)"
246710,티앤알바이오팹,19100,291,-1284,-6832,-98.48,-106.72,-135.77,-22.72,2019/12,NaN,-0.0,0,0.88,1.16,0.75,NaN,기초 의약물질 및 생물학적 제제 제조업,"생분해성 의료기기, 3D 바이오프린팅 시스템, 바이오잉크, 3D 오가노이드, 3D 세포치료제"
131290,티에스이,56100,19392,22800,34804,-65.43,-59.36,-37.96,18.57,2022/12(E),1.45,13.68,0,1.13,1.9,0.49,0.58,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","Probe Card, Test Interface Board, LED Test Equipment"
037070,파세코,12950,6024,6482,8098,-53.48,-49.94,-37.47,11.86,2019/12,2.81,40.52,0,1.82,1.13,1.57,NaN,가정용 기기 제조업,"석유스토브, 식기건조기,식기세척기"
065690,파커스,3020,4426,3305,-643,46.55,9.44,-121.28,-0.86,2019/12,5.28,-58.82,0,3.12,2.82,-1.12,-3.38,반도체 제조업,"프린터 부품, LED 조명기기,및 헬스케어 제품 제조업체"
225590,패션플랫폼,1260,1644,1771,2217,30.47,40.53,75.96,11.92,2019/12,NaN,0.0,0,0.06,1.1,1.21,NaN,봉제의복 제조업,여성복
005670,푸드웰,5400,16976,23971,48608,214.38,343.91,800.14,50.19,2019/12,1.64,3.22,0,1.46,1.68,1.1,2.95,"과실, 채소 가공 및 저장 처리업","깐밤, 통조림류, 딸기시럽류, 음료제품 등"
203690,프로스테믹스,3690,258,-14,-974,-93.0,-100.39,-126.4,-12.45,2019/12,NaN,-0.0,0,0.79,0.47,0.17,15.5,기초 의약물질 및 생물학적 제제 제조업,화장품
032580,피델릭스,1495,967,844,408,-35.29,-43.56,-72.68,2.86,2019/12,NaN,-0.0,2,-0.33,-0.94,7.4,NaN,반도체 제조업,PSRAM 및 LPSDRAM
024850,피에스엠씨,1695,383,288,-47,-77.39,-83.01,-102.79,-0.73,2020/03,NaN,0.0,1,-0.36,0.6,-2.78,-1.5,전자부품 제조업,리드프레임
221840,하이즈항공,4950,3947,3663,2666,-20.27,-25.99,-46.15,4.89,2019/12,1.24,29.33,0,0.95,0.67,1.79,-0.0,"항공기,우주선 및 부품 제조업",B787 날개구조물 등
222980,한국맥널티,6230,1770,1092,-1293,-71.59,-82.46,-120.75,-3.84,2019/12,NaN,-0.0,1,1.25,1.86,2.1,-0.24,기타 식품 제조업,커피 및 의약품
050540,한국코퍼레이션,282,-19,-594,-2617,-106.81,-310.53,-1028.05,-27.88,2019/12,NaN,-0.0,0,0.61,0.39,0.99,2.78,기타 사업지원 서비스업,"CRM서비스,CRM솔루션"
078350,한양디지텍,5390,624,-833,-5963,-88.43,-115.45,-210.63,-18.48,2019/12,NaN,-0.0,0,-2.22,2.14,1.23,0.97,반도체 제조업,메모리 모듈
123840,한일진공,1345,59,-870,-4142,-95.61,-164.68,-407.95,-25.39,2019/12,NaN,-0.0,1,0.83,-13.0,-0.35,0.56,특수 목적용 기계 제조업,진공장비
007770,한일화학,9380,21938,18422,6040,133.88,96.4,-35.61,1.8,2019/12,1.3,31.58,1,-0.73,2.91,4.61,-34.5,기초 화학물질 제조업,산화아연
102210,해덕파워웨이,1100,681,51,-2166,-38.13,-95.35,-296.87,-11.32,2019/12,NaN,-0.0,0,-3.86,0.95,0.86,NaN,선박 및 보트 건조업,선박방향타
048410,현대바이오,11200,1167,1060,685,-89.58,-90.53,-93.89,4.15,2019/12,NaN,0.0,2,-2.47,2.38,3.54,-1.33,기타 화학제품 제조업,화장품 및 화장품원료
039610,화성밸브,5450,6266,5727,3826,14.98,5.08,-29.79,4.34,2019/12,NaN,0.0,1,-0.26,0.05,1.56,NaN,일반 목적용 기계 제조업,"가스밸브, 매몰용접용 볼밸브, 온수분배기"
